f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,label,label_name,confidence,style,reason,payload
0.0,1.0,0.0,0.0,0.29108695652173916,1.0,0.0,0.0,1.0,1.0,0.12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9166666666666666,0.6666666666666666,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.35,0.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""Kc"",""Ks""],""communityCards"":[""9s"",""3d"",""3s""],""pot"":90,""toCall"":0,""botStack"":3319,""opponentStack"":2454,""position"":""EARLY"",""playersCount"":2,""actions"":[],""opponentStyle"":""AGGRESSIVE"",""minRaise"":20,""scenario"":""premium_preflop""}"
1.0,0.0,0.0,0.0,0.7069999999999999,0.7069999999999999,0.1518987341772152,0.019691499835904167,0.757960199004975,0.0828358208955224,1.0,0.2857142857142857,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.41666666666666663,1.0,0,FOLD,0.82,discipline,Weak preflop range folds versus pressure (marginal),"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""PREFLOP"",""holeCards"":[""10h"",""Jc""],""communityCards"":[],""pot"":335,""toCall"":60,""botStack"":3047,""opponentStack"":333,""position"":""LATE"",""playersCount"":4,""actions"":[""CALL"",""CHECK"",""CALL""],""opponentStyle"":""PASSIVE"",""minRaise"":20,""scenario"":""value_spot""}"
0.0,0.0,0.0,1.0,0.20677536231884058,0.9949999999999999,0.0,0.0,0.32669461914744935,0.32669461914744935,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.4,0.0,1.0,0.125,0.0,0.0,0.0,0.0,0.35,1.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""Js"",""Jc""],""communityCards"":[""6d"",""2h"",""10c"",""4h"",""Ac""],""pot"":477,""toCall"":0,""botStack"":1870,""opponentStack"":2055,""position"":""LATE"",""playersCount"":2,""actions"":[],""opponentStyle"":""TIGHT_PASSIVE"",""minRaise"":100,""scenario"":""premium_preflop""}"
0.0,0.0,1.0,0.0,0.18467391304347827,0.66,0.3697585768742058,0.04891578416540595,0.9994959677419355,0.7466397849462365,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.75,0.33333333333333337,1.0,0.125,0.0,0.4,0.0,0.2,0.44999999999999996,1.0,0,FOLD,0.64,discipline,Weak hand with insufficient equity,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""TURN"",""holeCards"":[""4s"",""Ah""],""communityCards"":[""4h"",""Jc"",""Qc"",""8c""],""pot"":496,""toCall"":291,""botStack"":5949,""opponentStack"":4444,""position"":""BUTTON"",""playersCount"":2,""actions"":[""CALL"",""CALL"",""FOLD""],""opponentStyle"":""CALLING_STATION"",""minRaise"":50,""scenario"":""draw_pressure""}"
0.0,0.0,1.0,0.0,0.21148550724637682,0.826,0.375,0.5595092024539877,0.0893640350877193,0.0893640350877193,0.12,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.25,0.16666666666666663,1.0,0.125,0.2,0.2,0.6,0.0,0.4666666666666666,1.0,0,FOLD,0.76,discipline,Weak hand facing costly or aggressive action,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""TURN"",""holeCards"":[""As"",""Jd""],""communityCards"":[""Qd"",""5s"",""2c"",""Qh""],""pot"":760,""toCall"":456,""botStack"":815,""opponentStack"":3849,""position"":""EARLY"",""playersCount"":5,""actions"":[""CHECK"",""CHECK"",""RAISE"",""CALL"",""CHECK""],""opponentStyle"":""PASSIVE"",""minRaise"":20,""scenario"":""balanced""}"
0.0,1.0,0.0,0.0,0.09195652173913045,0.268,0.3169681309216193,0.1116166211707613,0.346469104665826,0.26996637242538885,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.0,0.0,0.2,0.0,0.2,0.0,0.4833333333333333,0.0,0,FOLD,0.76,discipline,Weak hand facing costly or aggressive action,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""6c"",""2d""],""communityCards"":[""9d"",""5s"",""Ks""],""pot"":2379,""toCall"":1104,""botStack"":9891,""opponentStack"":7707,""position"":""LATE"",""playersCount"":4,""actions"":[""RAISE"",""CHECK""],""opponentStyle"":""AGGRESSIVE"",""minRaise"":50,""scenario"":""value_spot""}"
0.0,1.0,0.0,0.0,0.10500000000000002,0.6749999999999999,0.0,0.0,0.050254651283650344,0.050254651283650344,1.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.9166666666666666,0.3333333333333333,0.16666666666666663,0.0,0.0,0.0,0.6,0.2,0.0,0.4666666666666666,1.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""7c"",""Kd""],""communityCards"":[""Qc"",""9d"",""2s""],""pot"":3207,""toCall"":0,""botStack"":1934,""opponentStack"":15593,""position"":""BUTTON"",""playersCount"":3,""actions"":[""CALL"",""CALL"",""CHECK"",""CALL""],""opponentStyle"":""PASSIVE"",""minRaise"":100,""scenario"":""value_spot""}"
0.0,0.0,0.0,1.0,0.22018115942028987,0.669,0.0,0.0,0.07391986483224716,0.07391986483224716,0.12,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.75,0.6,0.0,1.0,0.125,0.2,0.2,0.0,0.0,0.5666666666666667,1.0,1,CHECK_CALL,0.68,draw,Draw has acceptable price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""Jc"",""9s""],""communityCards"":[""As"",""Kd"",""2s"",""3c"",""Ks""],""pot"":1381,""toCall"":0,""botStack"":1225,""opponentStack"":7645,""position"":""BIG_BLIND"",""playersCount"":2,""actions"":[""RAISE"",""CALL""],""opponentStyle"":""PASSIVE"",""minRaise"":50,""scenario"":""value_spot""}"
0.0,1.0,0.0,0.0,0.07384057971014495,0.42600000000000005,0.5492424242424242,0.07538341564855731,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.3333333333333333,0.25,0.0,0.0,0.2,0.0,0.4,0.2,0.44999999999999996,0.0,0,FOLD,0.64,discipline,Weak hand with insufficient equity,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""4d"",""7d""],""communityCards"":[""3s"",""Jc"",""2d""],""pot"":238,""toCall"":290,""botStack"":3847,""opponentStack"":8606,""position"":""BUTTON"",""playersCount"":2,""actions"":[""CHECK"",""FOLD"",""RAISE"",""CHECK""],""opponentStyle"":""UNKNOWN"",""minRaise"":50,""scenario"":""trash""}"
0.0,1.0,0.0,0.0,0.1995289855072464,0.8160000000000001,0.0,0.0,0.029631924010118216,0.0161839863713799,0.12,0.42857142857142855,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.9166666666666666,0.6666666666666666,0.41666666666666663,1.0,0.125,0.2,0.8,0.4,0.0,0.65,1.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""Kd"",""10d""],""communityCards"":[""10s"",""4s"",""Jd""],""pot"":6457,""toCall"":0,""botStack"":2296,""opponentStack"":1254,""position"":""BIG_BLIND"",""playersCount"":5,""actions"":[""CALL"",""CALL"",""CALL"",""RAISE"",""CALL"",""CHECK"",""CHECK""],""opponentStyle"":""CALLING_STATION"",""minRaise"":100,""scenario"":""value_spot""}"
0.0,1.0,0.0,0.0,0.06637681159420292,0.4700000000000001,0.2921847246891652,0.06786303630363036,0.506900878293601,0.2056670849017148,1.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5833333333333334,0.3333333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.0,0,FOLD,0.64,discipline,Weak hand with insufficient equity,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""3s"",""9s""],""communityCards"":[""4h"",""5c"",""6s""],""pot"":797,""toCall"":329,""botStack"":4848,""opponentStack"":1967,""position"":""LATE"",""playersCount"":3,""actions"":[],""opponentStyle"":""CALLING_STATION"",""minRaise"":50,""scenario"":""trash""}"
0.0,0.0,0.0,1.0,0.37829710144927536,0.556,0.0,0.0,0.87546468401487,0.2899628252788104,0.12,0.5714285714285714,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5833333333333334,0.6,0.75,1.0,0.375,0.2,0.2,0.0,0.0,0.5666666666666667,0.0,2,RAISE,0.86,value,"Strong hand, value betting favorable spot","{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""6d"",""9d""],""communityCards"":[""6s"",""4s"",""6c"",""5c"",""7c""],""pot"":269,""toCall"":0,""botStack"":2826,""opponentStack"":936,""position"":""EARLY"",""playersCount"":6,""actions"":[""CALL"",""RAISE""],""opponentStyle"":""AGGRESSIVE"",""minRaise"":20,""scenario"":""draw_pressure""}"
1.0,0.0,0.0,0.0,0.474,0.474,0.14732142857142858,0.14732142857142858,0.09773123909249563,0.09773123909249563,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.6166666666666667,0.0,0,FOLD,0.82,discipline,Weak preflop range folds versus pressure (marginal),"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""PREFLOP"",""holeCards"":[""6c"",""8h""],""communityCards"":[],""pot"":191,""toCall"":33,""botStack"":224,""opponentStack"":399,""position"":""BUTTON"",""playersCount"":3,""actions"":[""RAISE"",""CHECK"",""RAISE"",""CHECK""],""opponentStyle"":""AGGRESSIVE"",""minRaise"":20,""scenario"":""trash""}"
0.0,1.0,0.0,0.0,0.1930072463768116,0.577,0.0,0.0,0.08921411387329592,0.08921411387329592,0.12,0.14285714285714285,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,0.41666666666666663,1.0,0.125,0.0,0.0,0.0,0.0,0.35,1.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""8c"",""9s""],""communityCards"":[""9c"",""6h"",""Kd""],""pot"":1247,""toCall"":0,""botStack"":1335,""opponentStack"":7585,""position"":""EARLY"",""playersCount"":3,""actions"":[],""opponentStyle"":""PASSIVE"",""minRaise"":100,""scenario"":""value_spot""}"
0.0,1.0,0.0,0.0,0.08905797101449275,0.29600000000000004,0.5469306366614443,0.45540796963946867,0.22089489678298227,0.05705752907890601,0.12,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.5833333333333333,0.0,0.0,0.4,0.2,0.2,0.0,0.7,0.0,0,FOLD,0.76,discipline,Weak hand facing costly or aggressive action,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""5s"",""2s""],""communityCards"":[""7h"",""9d"",""Qs""],""pot"":3181,""toCall"":3840,""botStack"":8432,""opponentStack"":2178,""position"":""BIG_BLIND"",""playersCount"":5,""actions"":[""CHECK"",""RAISE"",""CALL"",""RAISE""],""opponentStyle"":""AGGRESSIVE"",""minRaise"":100,""scenario"":""trash""}"
0.0,1.0,0.0,0.0,0.18648550724637683,0.48,0.0,0.0,0.0738502358490566,0.0738502358490566,0.12,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,1.0,0.125,0.0,0.6,0.0,0.0,0.5,1.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""10h"",""4d""],""communityCards"":[""8d"",""10d"",""9h""],""pot"":1696,""toCall"":0,""botStack"":1503,""opponentStack"":3454,""position"":""EARLY"",""playersCount"":5,""actions"":[""CALL"",""CALL"",""CALL""],""opponentStyle"":""PASSIVE"",""minRaise"":50,""scenario"":""draw_pressure""}"
0.0,0.0,1.0,0.0,0.18177536231884062,0.39899999999999997,0.2,0.009430540442509974,1.0,0.8365384615384616,0.12,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.33333333333333337,1.0,0.125,0.2,0.8,0.4,0.0,0.65,1.0,1,CHECK_CALL,0.68,draw,Draw has acceptable price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""TURN"",""holeCards"":[""6s"",""4s""],""communityCards"":[""6c"",""5h"",""Ks"",""10s""],""pot"":104,""toCall"":26,""botStack"":2757,""opponentStack"":1044,""position"":""EARLY"",""playersCount"":6,""actions"":[""CHECK"",""RAISE"",""CHECK"",""CALL"",""CALL"",""CALL"",""CALL""],""opponentStyle"":""CALLING_STATION"",""minRaise"":20,""scenario"":""trash""}"
0.0,1.0,0.0,0.0,0.18286231884057974,0.8160000000000001,0.0,0.0,1.0,0.09451901565995526,1.0,0.2857142857142857,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.9166666666666666,0.6666666666666666,0.5833333333333333,1.0,0.125,0.0,0.0,0.4,0.4,0.2833333333333333,1.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""Kd"",""10d""],""communityCards"":[""7h"",""2s"",""7s""],""pot"":149,""toCall"":0,""botStack"":1985,""opponentStack"":169,""position"":""BUTTON"",""playersCount"":4,""actions"":[""CHECK"",""FOLD"",""FOLD"",""CHECK""],""opponentStyle"":""TIGHT_PASSIVE"",""minRaise"":20,""scenario"":""premium_preflop""}"
0.0,0.0,0.0,1.0,0.19626811594202903,0.669,0.5676741130091985,0.409478672985782,0.2672239108409321,0.10562310030395138,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.4,0.08333333333333337,1.0,0.125,0.2,0.4,0.2,0.0,0.5833333333333334,1.0,0,FOLD,0.76,discipline,Weak hand facing costly or aggressive action,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""Jh"",""9s""],""communityCards"":[""5h"",""9c"",""3d"",""2c"",""Kd""],""pot"":329,""toCall"":432,""botStack"":1055,""opponentStack"":417,""position"":""BUTTON"",""playersCount"":6,""actions"":[""CHECK"",""RAISE"",""CALL"",""CALL""],""opponentStyle"":""PASSIVE"",""minRaise"":20,""scenario"":""speculative""}"
1.0,0.0,0.0,0.0,0.7069999999999999,0.7069999999999999,0.0,0.0,0.4460500963391137,0.09465317919075145,0.12,0.5714285714285714,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.36666666666666664,1.0,1,CHECK_CALL,0.7,pot_control,Marginal preflop hand checks option (marginal),"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""PREFLOP"",""holeCards"":[""Jc"",""10d""],""communityCards"":[],""pot"":1384,""toCall"":0,""botStack"":7408,""opponentStack"":1572,""position"":""SMALL_BLIND"",""playersCount"":6,""actions"":[""CHECK"",""CALL"",""CALL"",""CALL"",""CHECK"",""CHECK"",""CHECK""],""opponentStyle"":""PASSIVE"",""minRaise"":100,""scenario"":""speculative""}"
0.0,0.0,1.0,0.0,0.17597826086956525,0.317,0.0,0.0,0.03798798798798799,0.03798798798798799,0.12,0.2857142857142857,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.08333333333333337,1.0,0.125,0.0,0.4,0.8,0.2,0.31666666666666665,1.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""TURN"",""holeCards"":[""5c"",""4h""],""communityCards"":[""Kd"",""4s"",""2s"",""Qd""],""pot"":1665,""toCall"":0,""botStack"":759,""opponentStack"":9978,""position"":""BIG_BLIND"",""playersCount"":4,""actions"":[""CHECK"",""CHECK"",""CHECK"",""CHECK"",""FOLD"",""CALL"",""CALL""],""opponentStyle"":""PASSIVE"",""minRaise"":50,""scenario"":""value_spot""}"
0.0,0.0,1.0,0.0,0.16728260869565217,0.24100000000000005,0.0,0.0,0.7656353958749168,0.6094477711244178,1.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.5,0.25,1.0,0.125,0.0,0.0,0.0,0.0,0.35,0.0,1,CHECK_CALL,0.68,draw,Draw has acceptable price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""TURN"",""holeCards"":[""2h"",""5c""],""communityCards"":[""4d"",""4c"",""6h"",""Kd""],""pot"":1002,""toCall"":0,""botStack"":9206,""opponentStack"":7328,""position"":""LATE"",""playersCount"":4,""actions"":[],""opponentStyle"":""AGGRESSIVE"",""minRaise"":50,""scenario"":""draw_pressure""}"
1.0,0.0,0.0,0.0,0.881,0.881,0.0,0.0,1.0,1.0,0.12,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.4,0.4,0.0,0.8833333333333333,0.0,2,RAISE,0.78,value,Strong preflop hand opens or 3-bets (ace_broadway),"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""PREFLOP"",""holeCards"":[""Ac"",""Jc""],""communityCards"":[],""pot"":76,""toCall"":0,""botStack"":2503,""opponentStack"":1772,""position"":""SMALL_BLIND"",""playersCount"":2,""actions"":[""RAISE"",""CALL"",""CHECK"",""CALL"",""RAISE"",""RAISE"",""CHECK""],""opponentStyle"":""UNKNOWN"",""minRaise"":20,""scenario"":""premium_preflop""}"
0.0,1.0,0.0,0.0,0.18467391304347827,0.9299999999999999,0.0,0.0,0.7362204724409449,0.7362204724409449,1.0,0.42857142857142855,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666667,1.0,0.125,0.2,0.2,0.2,0.2,0.5333333333333333,0.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""10h"",""10s""],""communityCards"":[""6d"",""9d"",""5c""],""pot"":127,""toCall"":0,""botStack"":1122,""opponentStack"":3601,""position"":""LATE"",""playersCount"":5,""actions"":[""CALL"",""FOLD"",""RAISE"",""CHECK""],""opponentStyle"":""UNKNOWN"",""minRaise"":20,""scenario"":""premium_preflop""}"
0.0,1.0,0.0,0.0,0.10065217391304351,0.837,0.0,0.0,0.10633367662203913,0.10633367662203913,1.0,0.5714285714285714,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9166666666666666,1.0,0.41666666666666663,0.0,0.0,0.0,0.0,0.4,0.0,0.2833333333333333,0.75,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""Qh"",""Kd""],""communityCards"":[""2c"",""3c"",""9c""],""pot"":971,""toCall"":0,""botStack"":1239,""opponentStack"":1871,""position"":""BUTTON"",""playersCount"":6,""actions"":[""CHECK"",""CHECK""],""opponentStyle"":""UNKNOWN"",""minRaise"":20,""scenario"":""balanced""}"
0.0,0.0,1.0,0.0,0.21076086956521742,0.593,0.0,0.0,0.1095166163141994,0.1095166163141994,1.0,0.5714285714285714,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.75,0.25,0.6666666666666667,1.0,0.125,0.4,0.2,0.8,0.0,0.6,0.0,1,CHECK_CALL,0.68,draw,Draw has acceptable price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""TURN"",""holeCards"":[""Jd"",""7c""],""communityCards"":[""Qh"",""Js"",""Kc"",""9d""],""pot"":1324,""toCall"":0,""botStack"":1740,""opponentStack"":2466,""position"":""BUTTON"",""playersCount"":6,""actions"":[""CHECK"",""RAISE"",""CHECK"",""RAISE"",""CALL"",""CHECK"",""CHECK""],""opponentStyle"":""AGGRESSIVE"",""minRaise"":100,""scenario"":""value_spot""}"
0.0,0.0,1.0,0.0,0.17054347826086957,0.453,0.24549237170596394,0.02989864864864865,0.9068627450980392,0.10340073529411764,1.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.41666666666666663,1.0,0.125,0.0,0.2,0.0,0.4,0.39999999999999997,1.0,0,FOLD,0.64,discipline,Weak hand with insufficient equity,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""TURN"",""holeCards"":[""8h"",""4h""],""communityCards"":[""Js"",""4d"",""5d"",""9d""],""pot"":544,""toCall"":177,""botStack"":5920,""opponentStack"":675,""position"":""LATE"",""playersCount"":3,""actions"":[""FOLD"",""CALL"",""FOLD""],""opponentStyle"":""TIGHT_PASSIVE"",""minRaise"":50,""scenario"":""draw_pressure""}"
0.0,1.0,0.0,0.0,0.10057971014492754,0.525,0.05959752321981424,0.13162393162393163,0.040123456790123455,0.040123456790123455,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.3333333333333333,0.5,0.0,0.0,0.0,0.2,0.2,0.0,0.36666666666666664,1.0,0,FOLD,0.64,discipline,Weak hand with insufficient equity,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""4h"",""Jc""],""communityCards"":[""6h"",""Qc"",""10s""],""pot"":1215,""toCall"":77,""botStack"":585,""opponentStack"":2846,""position"":""LATE"",""playersCount"":6,""actions"":[""CHECK"",""CALL""],""opponentStyle"":""TIGHT_PASSIVE"",""minRaise"":20,""scenario"":""value_spot""}"
1.0,0.0,0.0,0.0,0.4630000000000001,0.4630000000000001,0.25483870967741934,0.5917602996254682,0.04816017316017316,0.04816017316017316,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.0,0,FOLD,0.82,discipline,Weak preflop range folds versus pressure (trash),"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""PREFLOP"",""holeCards"":[""5c"",""9h""],""communityCards"":[],""pot"":924,""toCall"":316,""botStack"":534,""opponentStack"":2961,""position"":""BUTTON"",""playersCount"":5,""actions"":[],""opponentStyle"":""PASSIVE"",""minRaise"":50,""scenario"":""trash""}"
0.0,0.0,1.0,0.0,0.09695652173913046,0.4150000000000001,0.14754664823773325,0.05534672715489306,0.2606066747736792,0.17845561410620184,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.75,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0,FOLD,0.64,discipline,Weak hand with insufficient equity,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""TURN"",""holeCards"":[""9h"",""3s""],""communityCards"":[""4s"",""10d"",""6d"",""Qd""],""pot"":2467,""toCall"":427,""botStack"":7715,""opponentStack"":5283,""position"":""LATE"",""playersCount"":6,""actions"":[],""opponentStyle"":""UNKNOWN"",""minRaise"":100,""scenario"":""balanced""}"
0.0,1.0,0.0,0.0,0.1115217391304348,0.65,0.43959488787074996,0.36828282828282827,0.17749569707401033,0.17749569707401033,1.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.6666666666666666,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.7833333333333333,1.0,0,FOLD,0.76,discipline,Weak hand facing costly or aggressive action,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""Ks"",""3s""],""communityCards"":[""Ac"",""2h"",""Qh""],""pot"":2324,""toCall"":1823,""botStack"":4950,""opponentStack"":7589,""position"":""BUTTON"",""playersCount"":3,""actions"":[""RAISE"",""FOLD"",""RAISE"",""CALL"",""CALL""],""opponentStyle"":""CALLING_STATION"",""minRaise"":100,""scenario"":""draw_pressure""}"
1.0,0.0,0.0,0.0,0.567,0.567,0.0,0.0,0.8733333333333334,0.8733333333333334,0.12,0.2857142857142857,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.31666666666666665,0.75,2,RAISE,0.62,steal,Playable preflop hand pressures blinds (suited_connector),"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""PREFLOP"",""holeCards"":[""8s"",""7s""],""communityCards"":[],""pot"":100,""toCall"":0,""botStack"":1048,""opponentStack"":2316,""position"":""EARLY"",""playersCount"":4,""actions"":[""CHECK"",""CHECK"",""CHECK"",""CALL"",""CALL"",""CHECK""],""opponentStyle"":""UNKNOWN"",""minRaise"":20,""scenario"":""speculative""}"
1.0,0.0,0.0,0.0,0.43500000000000005,0.43500000000000005,0.4240924092409241,0.03928061952313022,1.0,0.2001751034702324,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0,FOLD,0.82,discipline,Weak preflop range folds versus pressure (trash),"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""PREFLOP"",""holeCards"":[""4c"",""9d""],""communityCards"":[],""pot"":1047,""toCall"":771,""botStack"":19628,""opponentStack"":2515,""position"":""LATE"",""playersCount"":4,""actions"":[],""opponentStyle"":""UNKNOWN"",""minRaise"":100,""scenario"":""trash""}"
0.0,0.0,0.0,1.0,0.2744202898550725,0.502,0.0,0.0,0.2355769230769231,0.2355769230769231,1.0,0.5714285714285714,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4,0.25,1.0,0.25,0.8,0.2,0.2,0.2,1.0,0.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""7s"",""6s""],""communityCards"":[""6d"",""2s"",""7h"",""4c"",""Jh""],""pot"":416,""toCall"":0,""botStack"":1176,""opponentStack"":1687,""position"":""BUTTON"",""playersCount"":6,""actions"":[""RAISE"",""CHECK"",""FOLD"",""CALL"",""RAISE"",""RAISE"",""RAISE""],""opponentStyle"":""AGGRESSIVE"",""minRaise"":50,""scenario"":""speculative""}"
